SHOULDBE,CURRENTNAME ,state,STATEABBR,FIPS,NYTFIPS
St. Lawrence,Chester County,South Carolina,SC,42111,45019
Suffolk,Chesterfield County,South Carolina,SC,42113,45021
Sullivan,Clarendon County,South Carolina,SC,42115,45023
Tioga,Colleton County,South Carolina,SC,42117,45025
Tompkins,Darlington County,South Carolina,SC,42119,45027
Ulster,Dillon County,South Carolina,SC,42121,45029
Warren,Dorchester County,South Carolina,SC,42123,45031
Washington,Edgefield County,South Carolina,SC,42125,45033
Wayne,Fairfield County,South Carolina,SC,42127,45035
Westchester,Florence County,South Carolina,SC,42129,45037
Wyoming,Georgetown County,South Carolina,SC,42131,45039
Yates,Greenville County,South Carolina,SC,42133,45041
Alamance,Greenwood County,South Carolina,SC,44001,45043
Alexander,Hampton County,South Carolina,SC,44003,45045
Alleghany,Horry County,South Carolina,SC,44005,45047
Anson,Jasper County,South Carolina,SC,44007,45049
Ashe,Kershaw County,South Carolina,SC,,45051
Avery,Lancaster County,South Carolina,SC,44009,45053
Beaufort,Laurens County,South Carolina,SC,45001,45055
Bertie,Lee County,South Carolina,SC,45003,45057
Bladen,Lexington County,South Carolina,SC,45005,45059
Brunswick,McCormick County,South Carolina,SC,45007,45061
Buncombe,Marion County,South Carolina,SC,45009,45063
Burke,Marlboro County,South Carolina,SC,45011,45067
Cabarrus,Newberry County,South Carolina,SC,45013,45069
Caldwell,Oconee County,South Carolina,SC,45015,45065
Camden,Orangeburg County,South Carolina,SC,45017,45071
Carteret,Pickens County,South Carolina,SC,45019,45073
Caswell,Richland County,South Carolina,SC,45021,45075
Catawba,Saluda County,South Carolina,SC,45023,45077
Chatham,Spartanburg County,South Carolina,SC,45025,45079
Cherokee,Sumter County,South Carolina,SC,45027,45081
Chowan,Union County,South Carolina,SC,45029,45083
Clay,Williamsburg County,South Carolina,SC,45031,45085
Cleveland,York County,South Carolina,SC,45033,45087
Columbus,Aurora County,South Carolina,SD,45035,
Craven,Beadle County,South Carolina,SD,45037,45089
Cumberland,Bennett County,South Carolina,SD,45039,45091
Currituck,Bon Homme County,South Dakota,SD,45041,46003
Dare,Brookings County,South Dakota,SD,45043,46005
Davidson,Brown County,South Dakota,SD,45045,46007
Davie,Brule County,South Dakota,SD,45047,46009
Duplin,Buffalo County,South Dakota,SD,45049,46011
Durham,Butte County,South Dakota,SD,45051,46013
Edgecombe,Campbell County,South Dakota,SD,45053,46015
Forsyth,Charles Mix County,South Dakota,SD,45055,46017
Franklin,Clark County,South Dakota,SD,45057,46019
Gaston,Clay County,South Dakota,SD,45059,46021
Gates,Codington County,South Dakota,SD,45061,46023
Graham,Corson County,South Dakota,SD,45063,46025
Granville,Custer County,South Dakota,SD,45067,46027
Greene,Davison County,South Dakota,SD,45069,46029
Guilford,Day County,South Dakota,SD,45065,46031
Halifax,Deuel County,South Dakota,SD,45071,46033
Harnett,Dewey County,South Dakota,SD,45073,46035
Haywood,Douglas County,South Dakota,SD,45075,46037
Henderson,Edmunds County,South Dakota,SD,45077,46039
Hertford,Fall River County,South Dakota,SD,45079,46041
Hoke,Faulk County,South Dakota,SD,45081,46043
Hyde,Grant County,South Dakota,SD,45083,46045
Iredell,Gregory County,South Dakota,SD,45085,46047
Jackson,Haakon County,South Dakota,SD,45087,46049
Johnston,Hamlin County,South Dakota,SD,,46051
Jones,Hand County,South Dakota,SD,45089,46053
Lee,Hanson County,South Dakota,SD,45091,46055
Lenoir,Harding County,South Dakota,SD,46003,46057
Lincoln,Hughes County,South Dakota,SD,46005,46059
Macon,Hutchinson County,South Dakota,SD,46007,46061
Madison,Hyde County,South Dakota,SD,46009,46063
Martin,Jackson County,South Dakota,SD,46011,46065
McDowell,Jerauld County,South Dakota,SD,46013,46067
Mecklenburg,Jones County,South Dakota,SD,46015,46069
Mitchell,Kingsbury County,South Dakota,SD,46017,46071
Montgomery,Lake County,South Dakota,SD,46019,46073
Moore,Lawrence County,South Dakota,SD,46021,46075
Nash,Lincoln County,South Dakota,SD,46023,46077
New Hanover,Lyman County,South Dakota,SD,46025,46079
Northampton,McCook County,South Dakota,SD,46027,46081
Onslow,McPherson County,South Dakota,SD,46029,46083
Orange,Marshall County,South Dakota,SD,46031,46085
Pamlico,Meade County,South Dakota,SD,46033,46091
Pasquotank,Mellette County,South Dakota,SD,46035,46087
Pender,Miner County,South Dakota,SD,46037,46089
Perquimans,Minnehaha County,South Dakota,SD,46039,46093
Person,Moody County,South Dakota,SD,46041,46095
Pitt,Oglala Lakota County,South Dakota,SD,46043,46097
Polk,Pennington County,South Dakota,SD,46045,46099
Randolph,Perkins County,South Dakota,SD,46047,46101
Richmond,Potter County,South Dakota,SD,46049,46102
Robeson,Roberts County,South Dakota,SD,46051,46103
Rockingham,Sanborn County,South Dakota,SD,46053,46105
Rowan,Spink County,South Dakota,SD,46055,46107
Rutherford,Stanley County,South Dakota,SD,46057,46109
Sampson,Sully County,South Dakota,SD,46059,46111
Scotland,Todd County,South Dakota,SD,46061,46115
Stanly,Tripp County,South Dakota,SD,46063,46117
Stokes,Turner County,South Dakota,SD,46065,46119
Surry,Union County,South Dakota,SD,46067,46121
Swain,Walworth County,South Dakota,SD,46069,46123
Transylvania,Yankton County,South Dakota,SD,46071,46125
Tyrrell,Ziebach County,South Dakota,SD,46073,46127
Union,Anderson County,South Dakota,TN,46075,46129
Vance,Bedford County,South Dakota,TN,46077,46135
Wake,Benton County,South Dakota,TN,46079,46137
Warren,Bledsoe County,Tennessee,TN,46081,47001
Washington,Blount County,Tennessee,TN,46083,47003
Watauga,Bradley County,Tennessee,TN,46085,47005
Wayne,Campbell County,Tennessee,TN,46091,47007
Wilkes,Cannon County,Tennessee,TN,46087,47009
Wilson,Carroll County,Tennessee,TN,46089,47011
Yadkin,Carter County,Tennessee,TN,46093,47013
Yancey,Cheatham County,Tennessee,TN,46095,47015
Adams,Chester County,Tennessee,TN,46097,47017
Barnes,Claiborne County,Tennessee,TN,46099,47019
Benson,Clay County,Tennessee,TN,46101,47021
Billings,Cocke County,Tennessee,TN,46102,47023
Bottineau,Coffee County,Tennessee,TN,46103,47025
Bowman,Crockett County,Tennessee,TN,46105,47027
Burke,Cumberland County,Tennessee,TN,46107,47029
Burleigh,Davidson County,Tennessee,TN,46109,47031
Cass,Decatur County,Tennessee,TN,46111,47033
Cavalier,DeKalb County,Tennessee,TN,46115,47035
Dickey,Dickson County,Tennessee,TN,46117,47037
Divide,Dyer County,Tennessee,TN,46119,47039
Dunn,Fayette County,Tennessee,TN,46121,47041
Eddy,Fentress County,Tennessee,TN,46123,47043
Emmons,Franklin County,Tennessee,TN,46125,47045
Foster,Gibson County,Tennessee,TN,46127,47047
Golden Valley,Giles County,Tennessee,TN,46129,47049
Grand Forks,Grainger County,Tennessee,TN,46135,47051
Grant,Greene County,Tennessee,TN,46137,47053
Griggs,Grundy County,Tennessee,TN,47001,47055
Hettinger,Hamblen County,Tennessee,TN,47003,47057
Kidder,Hamilton County,Tennessee,TN,47005,47059
LaMoure,Hancock County,Tennessee,TN,47007,47061
Logan,Hardeman County,Tennessee,TN,47009,47063
McHenry,Hardin County,Tennessee,TN,47011,47065
McIntosh,Hawkins County,Tennessee,TN,47013,47067
McKenzie,Haywood County,Tennessee,TN,47015,47069
McLean,Henderson County,Tennessee,TN,47017,47071
Mercer,Henry County,Tennessee,TN,47019,47073
Morton,Hickman County,Tennessee,TN,47021,47075
Mountrail,Houston County,Tennessee,TN,47023,47077
Nelson,Humphreys County,Tennessee,TN,47025,47079
Oliver,Jackson County,Tennessee,TN,47027,47081
Pembina,Jefferson County,Tennessee,TN,47029,47083
Pierce,Johnson County,Tennessee,TN,47031,47085
Ramsey,Knox County,Tennessee,TN,47033,47087
Ransom,Lake County,Tennessee,TN,47035,47089
Renville,Lauderdale County,Tennessee,TN,47037,47091
Richland,Lawrence County,Tennessee,TN,47039,47093
Rolette,Lewis County,Tennessee,TN,47041,47095
Sargent,Lincoln County,Tennessee,TN,47043,47097
Sheridan,Loudon County,Tennessee,TN,47045,47099
Sioux,McMinn County,Tennessee,TN,47047,47101
Slope,McNairy County,Tennessee,TN,47049,47103
Stark,Macon County,Tennessee,TN,47051,47105
Steele,Madison County,Tennessee,TN,47053,47111
Stutsman,Marion County,Tennessee,TN,47055,47113
Towner,Marshall County,Tennessee,TN,47057,47115
Traill,Maury County,Tennessee,TN,47059,47117
Unknown,Meigs County,Tennessee,TN,47061,47119
Unknown,Monroe County,Tennessee,TN,47063,47107
Unknown,Montgomery County,Tennessee,TN,47065,47109
Unknown,Moore County,Tennessee,TN,47067,47121
Unknown,Morgan County,Tennessee,TN,47069,47123
Unknown,Obion County,Tennessee,TN,47071,47125
Unknown,Overton County,Tennessee,TN,47073,47127
Unknown,Perry County,Tennessee,TN,47075,47129
Unknown,Pickett County,Tennessee,TN,47077,47131
Unknown,Polk County,Tennessee,TN,47079,47133
Unknown,Putnam County,Tennessee,TN,47081,47135
Unknown,Rhea County,Tennessee,TN,47083,47137
Unknown,Roane County,Tennessee,TN,47085,47139
Unknown,Robertson County,Tennessee,TN,47087,47141
Unknown,Rutherford County,Tennessee,TN,47089,47143
Unknown,Scott County,Tennessee,TN,47091,47145
Unknown,Sequatchie County,Tennessee,TN,47093,47147
Unknown,Sevier County,Tennessee,TN,47095,47149
Unknown,Shelby County,Tennessee,TN,47097,47151
Unknown,Smith County,Tennessee,TN,47099,47153
Unknown,Stewart County,Tennessee,TN,47101,47155
Unknown,Sullivan County,Tennessee,TN,47103,47157
Unknown,Sumner County,Tennessee,TN,47105,47159
Unknown,Tipton County,Tennessee,TN,47111,47161
Unknown,Trousdale County,Tennessee,TN,47113,47163
Unknown,Unicoi County,Tennessee,TN,47115,47165
Walsh,Union County,Tennessee,TN,47117,47167
Ward,Van Buren County,Tennessee,TN,47119,47169
Wells,Warren County,Tennessee,TN,47107,47171
Williams,Washington County,Tennessee,TN,47109,47173
Saipan,Wayne County,Tennessee,TN,47121,47175
Tinian,Weakley County,Tennessee,TN,47123,47177
Adams,White County,Tennessee,TN,47125,47179
Allen,Williamson County,Tennessee,TN,47127,47181
Ashland,Wilson County,Tennessee,TN,47129,47183
Ashtabula,Anderson County,Tennessee,TX,47131,47185
Athens,Andrews County,Tennessee,TX,47133,47187
Auglaize,Angelina County,Tennessee,TX,47135,47189
Belmont,Aransas County,Texas,TX,47137,48001
Brown,Archer County,Texas,TX,47139,48003
Butler,Armstrong County,Texas,TX,47141,48005
Carroll,Atascosa County,Texas,TX,47143,48007
Champaign,Austin County,Texas,TX,47145,48009
Clark,Bailey County,Texas,TX,47147,48011
Clermont,Bandera County,Texas,TX,47149,48013
Clinton,Bastrop County,Texas,TX,47151,48015
Columbiana,Baylor County,Texas,TX,47153,48017
Coshocton,Bee County,Texas,TX,47155,48019
Crawford,Bell County,Texas,TX,47157,48021
Cuyahoga,Bexar County,Texas,TX,47159,48023
Darke,Blanco County,Texas,TX,47161,48025
Defiance,Borden County,Texas,TX,47163,48027
Delaware,Bosque County,Texas,TX,47165,48029
Erie,Bowie County,Texas,TX,47167,48031
Fairfield,Brazoria County,Texas,TX,47169,48035
Fayette,Brazos County,Texas,TX,47171,48037
Franklin,Brewster County,Texas,TX,47173,48039
Fulton,Briscoe County,Texas,TX,47175,48041
Gallia,Brooks County,Texas,TX,47177,48043
Geauga,Brown County,Texas,TX,47179,48045
Greene,Burleson County,Texas,TX,47181,48047
Guernsey,Burnet County,Texas,TX,47183,48049
Hamilton,Caldwell County,Texas,TX,47185,48051
Hancock,Calhoun County,Texas,TX,47187,48053
Hardin,Callahan County,Texas,TX,47189,48055
Harrison,Cameron County,Texas,TX,48001,48057
Henry,Camp County,Texas,TX,48003,48059
Highland,Carson County,Texas,TX,48005,48061
Hocking,Cass County,Texas,TX,48007,48063
Holmes,Castro County,Texas,TX,48009,48065
Huron,Chambers County,Texas,TX,48011,48067
Jackson,Cherokee County,Texas,TX,48013,48069
Jefferson,Childress County,Texas,TX,48015,48071
Knox,Clay County,Texas,TX,48017,48073
Lake,Cochran County,Texas,TX,48019,48075
Lawrence,Coke County,Texas,TX,48021,48077
Licking,Coleman County,Texas,TX,48023,48079
Logan,Collin County,Texas,TX,48025,48081
Lorain,Collingsworth County,Texas,TX,48027,48083
Lucas,Colorado County,Texas,TX,48029,48085
Madison,Comal County,Texas,TX,48031,48087
Mahoning,Comanche County,Texas,TX,48035,48089
Marion,Concho County,Texas,TX,48037,48091
Medina,Cooke County,Texas,TX,48039,48093
Meigs,Coryell County,Texas,TX,48041,48095
Mercer,Cottle County,Texas,TX,48043,48097
Miami,Crane County,Texas,TX,48045,48099
Monroe,Crockett County,Texas,TX,48047,48101
Montgomery,Crosby County,Texas,TX,48049,48103
Morgan,Culberson County,Texas,TX,48051,48105
Morrow,Dallam County,Texas,TX,48053,48107
Muskingum,Dallas County,Texas,TX,48055,48109
Noble,Dawson County,Texas,TX,48057,48111
Ottawa,Deaf Smith County,Texas,TX,48059,48113
Paulding,Delta County,Texas,TX,48061,48115
Perry,Denton County,Texas,TX,48063,48117
Pickaway,DeWitt County,Texas,TX,48065,48119
Pike,Dickens County,Texas,TX,48067,48121
Portage,Dimmit County,Texas,TX,48069,48123
Preble,Donley County,Texas,TX,48071,48125
Putnam,Duval County,Texas,TX,48073,48127
Richland,Eastland County,Texas,TX,48075,48129
Ross,Ector County,Texas,TX,48077,48131
Sandusky,Edwards County,Texas,TX,48079,48133
Scioto,Ellis County,Texas,TX,48081,48135
Seneca,El Paso County,Texas,TX,48083,48137
Shelby,Erath County,Texas,TX,48085,48139
Stark,Falls County,Texas,TX,48087,48141
Summit,Fannin County,Texas,TX,48089,48143
Trumbull,Fayette County,Texas,TX,48091,48145
Tuscarawas,Fisher County,Texas,TX,48093,48147
Union,Floyd County,Texas,TX,48095,48149
Van Wert,Foard County,Texas,TX,48097,48151
Vinton,Fort Bend County,Texas,TX,48099,48153
Warren,Franklin County,Texas,TX,48101,48155
Washington,Freestone County,Texas,TX,48103,48157
Wayne,Frio County,Texas,TX,48105,48159
Williams,Gaines County,Texas,TX,48107,48161
Wood,Galveston County,Texas,TX,48109,48163
Wyandot,Garza County,Texas,TX,48111,48165
Adair,Gillespie County,Texas,TX,48113,48167
Alfalfa,Glasscock County,Texas,TX,48115,48169
Atoka,Goliad County,Texas,TX,48117,48171
Beaver,Gonzales County,Texas,TX,48119,48173
Beckham,Gray County,Texas,TX,48121,48175
Blaine,Grayson County,Texas,TX,48123,48177
Bryan,Gregg County,Texas,TX,48125,48179
Caddo,Grimes County,Texas,TX,48127,48181
Canadian,Guadalupe County,Texas,TX,48129,48183
Carter,Hale County,Texas,TX,48131,48185
Cherokee,Hall County,Texas,TX,48133,48187
Choctaw,Hamilton County,Texas,TX,48135,48189
Cimarron,Hansford County,Texas,TX,48137,48191
Cleveland,Hardeman County,Texas,TX,48139,48193
Coal,Hardin County,Texas,TX,48141,48195
Comanche,Harris County,Texas,TX,48143,48197
Cotton,Harrison County,Texas,TX,48145,48199
Craig,Hartley County,Texas,TX,48147,48201
Creek,Haskell County,Texas,TX,48149,48203
Custer,Hays County,Texas,TX,48151,48205
Delaware,Hemphill County,Texas,TX,48153,48207
Dewey,Henderson County,Texas,TX,48155,48209
Ellis,Hidalgo County,Texas,TX,48157,48211
Garfield,Hill County,Texas,TX,48159,48213
Garvin,Hockley County,Texas,TX,48161,48215
Grady,Hood County,Texas,TX,48163,48217
Grant,Hopkins County,Texas,TX,48165,48219
Greer,Houston County,Texas,TX,48167,48221
Harmon,Howard County,Texas,TX,48169,48223
Harper,Hudspeth County,Texas,TX,48171,48225
Haskell,Hunt County,Texas,TX,48173,48227
Hughes,Hutchinson County,Texas,TX,48175,48229
Jackson,Irion County,Texas,TX,48177,48231
Jefferson,Jack County,Texas,TX,48179,48233
Johnston,Jackson County,Texas,TX,48181,48235
Kay,Jasper County,Texas,TX,48183,48237
Kingfisher,Jeff Davis County,Texas,TX,48185,48239
Kiowa,Jefferson County,Texas,TX,48187,48241
Latimer,Jim Hogg County,Texas,TX,48189,48243
Le Flore,Jim Wells County,Texas,TX,48191,48245
Lincoln,Johnson County,Texas,TX,48193,48247
Logan,Jones County,Texas,TX,48195,48249
Love,Karnes County,Texas,TX,48197,48251
Major,Kaufman County,Texas,TX,48199,48253
Marshall,Kendall County,Texas,TX,48201,48255
Mayes,Kenedy County,Texas,TX,48203,48257
McClain,Kent County,Texas,TX,48205,48259
McCurtain,Kerr County,Texas,TX,48207,48261
McIntosh,Kimble County,Texas,TX,48209,48263
Murray,King County,Texas,TX,48211,48265
Muskogee,Kinney County,Texas,TX,48213,48267
Noble,Kleberg County,Texas,TX,48215,48271
Nowata,Knox County,Texas,TX,48217,48273
Okfuskee,Lamar County,Texas,TX,48219,48275
Oklahoma,Lamb County,Texas,TX,48221,48277
Okmulgee,Lampasas County,Texas,TX,48223,48279
Osage,La Salle County,Texas,TX,48225,48281
Ottawa,Lavaca County,Texas,TX,48227,48283
Pawnee,Lee County,Texas,TX,48229,48285
Payne,Leon County,Texas,TX,48231,48287
Pittsburg,Liberty County,Texas,TX,48233,48289
Pontotoc,Limestone County,Texas,TX,48235,48291
Pottawatomie,Lipscomb County,Texas,TX,48237,48293
Pushmataha,Live Oak County,Texas,TX,48239,48295
Roger Mills,Llano County,Texas,TX,48241,48297
Rogers,Loving County,Texas,TX,48243,48299
Seminole,Lubbock County,Texas,TX,48245,48303
Sequoyah,Lynn County,Texas,TX,48247,48305
Stephens,McCulloch County,Texas,TX,48249,48313
Texas,McLennan County,Texas,TX,48251,48315
Tillman,McMullen County,Texas,TX,48253,48317
Tulsa,Madison County,Texas,TX,48255,48319
Wagoner,Marion County,Texas,TX,48257,48321
Washington,Martin County,Texas,TX,48259,48323
Washita,Mason County,Texas,TX,48261,48307
Woods,Matagorda County,Texas,TX,48263,48309
Woodward,Maverick County,Texas,TX,48265,48311
Baker,Medina County,Texas,TX,48267,48325
Benton,Menard County,Texas,TX,48271,48327
Clackamas,Midland County,Texas,TX,48273,48329
Clatsop,Milam County,Texas,TX,48275,48331
Columbia,Mills County,Texas,TX,48277,48333
Coos,Mitchell County,Texas,TX,48279,48335
Crook,Montague County,Texas,TX,48281,48337
Curry,Montgomery County,Texas,TX,48283,48339
Deschutes,Moore County,Texas,TX,48285,48341
Douglas,Morris County,Texas,TX,48287,48343
Gilliam,Motley County,Texas,TX,48289,48345
Grant,Nacogdoches County,Texas,TX,48291,48347
Harney,Navarro County,Texas,TX,48293,48349
Hood River,Newton County,Texas,TX,48295,48351
Jackson,Nolan County,Texas,TX,48297,48353
Jefferson,Nueces County,Texas,TX,48299,48355
Josephine,Ochiltree County,Texas,TX,48303,48357
Klamath,Oldham County,Texas,TX,48305,48359
Lake,Orange County,Texas,TX,48313,48361
Lane,Palo Pinto County,Texas,TX,48315,48363
Lincoln,Panola County,Texas,TX,48317,48365
Linn,Parker County,Texas,TX,48319,48367
Malheur,Parmer County,Texas,TX,48321,48369
Marion,Pecos County,Texas,TX,48323,48371
Morrow,Polk County,Texas,TX,48307,48373
Multnomah,Potter County,Texas,TX,48309,48375
Polk,Presidio County,Texas,TX,48311,48377
Sherman,Rains County,Texas,TX,48325,48379
Tillamook,Randall County,Texas,TX,48327,48381
Umatilla,Reagan County,Texas,TX,48329,48383
Union,Real County,Texas,TX,48331,48385
Wallowa,Red River County,Texas,TX,48333,48387
Wasco,Reeves County,Texas,TX,48335,48389
Washington,Refugio County,Texas,TX,48337,48391
Yamhill,Roberts County,Texas,TX,48339,48393
Adams,Robertson County,Texas,TX,48341,48395
Allegheny,Rockwall County,Texas,TX,48343,48397
Armstrong,Runnels County,Texas,TX,48345,48399
Beaver,Rusk County,Texas,TX,48347,48401
Bedford,Sabine County,Texas,TX,48349,48403
Berks,San Augustine County,Texas,TX,48351,48405
Blair,San Jacinto County,Texas,TX,48353,48407
Bradford,San Patricio County,Texas,TX,48355,48409
Bucks,San Saba County,Texas,TX,48357,48411
Butler,Schleicher County,Texas,TX,48359,48413
Cambria,Scurry County,Texas,TX,48361,48415
Cameron,Shackelford County,Texas,TX,48363,48417
Carbon,Shelby County,Texas,TX,48365,48419
Centre,Sherman County,Texas,TX,48367,48421
Chester,Smith County,Texas,TX,48369,48423
Clarion,Somervell County,Texas,TX,48371,48425
Clearfield,Starr County,Texas,TX,48373,48427
Clinton,Stephens County,Texas,TX,48375,48429
Columbia,Sterling County,Texas,TX,48377,48431
Crawford,Stonewall County,Texas,TX,48379,48433
Cumberland,Sutton County,Texas,TX,48381,48435
Dauphin,Swisher County,Texas,TX,48383,48437
Delaware,Tarrant County,Texas,TX,48385,48439
Elk,Taylor County,Texas,TX,48387,48441
Erie,Terrell County,Texas,TX,48389,48443
Fayette,Terry County,Texas,TX,48391,48445
Forest,Throckmorton County,Texas,TX,48393,48447
Franklin,Titus County,Texas,TX,48395,48449
Fulton,Tom Green County,Texas,TX,48397,48451
Greene,Travis County,Texas,TX,48399,48453
Huntingdon,Trinity County,Texas,TX,48401,48455
Indiana,Tyler County,Texas,TX,48403,48457
Jefferson,Upshur County,Texas,TX,48405,48459
Juniata,Upton County,Texas,TX,48407,48461
Lackawanna,Uvalde County,Texas,TX,48409,48463
Lancaster,Val Verde County,Texas,TX,48411,48465
Lawrence,Van Zandt County,Texas,TX,48413,48467
Lebanon,Victoria County,Texas,TX,48415,48469
Lehigh,Walker County,Texas,TX,48417,48471
Luzerne,Waller County,Texas,TX,48419,48473
Lycoming,Ward County,Texas,TX,48421,48475
McKean,Washington County,Texas,TX,48423,48477
Mercer,Webb County,Texas,TX,48425,48479
Mifflin,Wharton County,Texas,TX,48427,48481
Monroe,Wheeler County,Texas,TX,48429,48483
Montgomery,Wichita County,Texas,TX,48431,48485
Montour,Wilbarger County,Texas,TX,48433,48487
Northampton,Willacy County,Texas,TX,48435,48489
Northumberland,Williamson County,Texas,TX,48437,48491
Perry,Wilson County,Texas,TX,48439,48493
Philadelphia,Winkler County,Texas,TX,48441,48495
Pike,Wise County,Texas,TX,48443,48497
Potter,Wood County,Texas,TX,48445,48499
Schuylkill,Yoakum County,Texas,TX,48447,48501
Snyder,Young County,Texas,TX,48449,48503
Somerset,Zapata County,Texas,TX,48451,48505
Sullivan,Zavala County,Texas,TX,48453,48507
Susquehanna,Beaver County,Utah,UT,48455,49001
Tioga,Box Elder County,Utah,UT,48457,49003
Union,Cache County,Utah,UT,48459,49005
Venango,Carbon County,Utah,UT,48461,49007
Warren,Daggett County,Utah,UT,48463,49011
Washington,Davis County,Utah,UT,48465,49013
Wayne,Duchesne County,Utah,UT,48467,49015
Westmoreland,Emery County,Utah,UT,48469,49017
Wyoming,Garfield County,Utah,UT,48471,49019
York,Grand County,Utah,UT,48473,49021
Bristol,Iron County,Utah,UT,48475,49023
Kent,Juab County,Utah,UT,48477,49025
Newport,Kane County,Utah,UT,48479,49027
Providence,Millard County,Utah,UT,48481,49029
Unknown,Morgan County,Utah,UT,48483,49031
Unknown,Piute County,Utah,UT,48485,49033
Unknown,Rich County,Utah,UT,48487,49035
Unknown,Salt Lake County,Utah,UT,48489,49037
Unknown,San Juan County,Utah,UT,48491,49039
Unknown,Sanpete County,Utah,UT,48493,49041
Unknown,Sevier County,Utah,UT,48495,49043
Unknown,Summit County,Utah,UT,48497,49045
Unknown,Tooele County,Utah,UT,48499,49047
Unknown,Uintah County,Utah,UT,48501,
Unknown,Utah County,Utah,UT,48503,49049
Unknown,Wasatch County,Utah,UT,48505,49051
Unknown,Washington County,Utah,UT,48507,49053
Unknown,Wayne County,Utah,UT,49001,49055
Unknown,Weber County,Utah,UT,49003,49057
Unknown,Addison County,Vermont,VT,49005,50001
Unknown,Bennington County,Vermont,VT,49007,50003
Unknown,Caledonia County,Vermont,VT,49011,50005
Unknown,Chittenden County,Vermont,VT,49013,50007
Unknown,Essex County,Vermont,VT,49015,50009
Unknown,Franklin County,Vermont,VT,49017,50011
Unknown,Grand Isle County,Vermont,VT,49019,50013
Unknown,Lamoille County,Vermont,VT,49021,50015
Unknown,Orange County,Vermont,VT,49023,50017
Unknown,Orleans County,Vermont,VT,49025,50019
Unknown,Rutland County,Vermont,VT,49027,50021
Washington,Washington County,Vermont,VT,49029,
Abbeville,Windham County,Vermont,VT,49031,50023
Aiken,Windsor County,Vermont,VT,49033,50025
Allendale,Accomack County,Vermont,VA,49035,50027
Anderson,Albemarle County,Virginia,VA,49037,51001
Bamberg,Alleghany County,Virginia,VA,49039,51003
Barnwell,Amelia County,Virginia,VA,49041,51510
Beaufort,Amherst County,Virginia,VA,49043,51005
Berkeley,Appomattox County,Virginia,VA,49045,51007
Calhoun,Arlington County,Virginia,VA,49047,51009
Charleston,Augusta County,Virginia,VA,,51011
Cherokee,Bath County,Virginia,VA,49049,51013
Chester,Bedford County,Virginia,VA,49051,51015
Chesterfield,Bland County,Virginia,VA,49053,51017
Clarendon,Botetourt County,Virginia,VA,49055,51019
Colleton,Brunswick County,Virginia,VA,49057,51021
Darlington,Buchanan County,Virginia,VA,50001,51023
Dillon,Buckingham County,Virginia,VA,50003,51520
Dorchester,Campbell County,Virginia,VA,50005,51025
Edgefield,Caroline County,Virginia,VA,50007,51027
Fairfield,Carroll County,Virginia,VA,50009,51029
Florence,Charles City County,Virginia,VA,50011,51530
Georgetown,Charlotte County,Virginia,VA,50013,51031
Greenville,Chesterfield County,Virginia,VA,50015,51033
Greenwood,Clarke County,Virginia,VA,50017,51035
Hampton,Craig County,Virginia,VA,50019,51036
Horry,Culpeper County,Virginia,VA,50021,51037
Jasper,Cumberland County,Virginia,VA,,51540
Kershaw,Dickenson County,Virginia,VA,50023,51550
Lancaster,Dinwiddie County,Virginia,VA,50025,51041
Laurens,Essex County,Virginia,VA,50027,51043
Lee,Fairfax County,Virginia,VA,51001,51570
Lexington,Fauquier County,Virginia,VA,51003,51580
Marion,Floyd County,Virginia,VA,51510,51045
Marlboro,Fluvanna County,Virginia,VA,51005,51047
McCormick,Franklin County,Virginia,VA,51007,51049
Newberry,Frederick County,Virginia,VA,51009,51590
Oconee,Giles County,Virginia,VA,51011,51051
Orangeburg,Gloucester County,Virginia,VA,51013,51053
Pickens,Goochland County,Virginia,VA,51015,51595
Richland,Grayson County,Virginia,VA,51017,51057
Saluda,Greene County,Virginia,VA,51019,51059
Spartanburg,Greensville County,Virginia,VA,51021,51600
Sumter,Halifax County,Virginia,VA,51023,51610
Union,Hanover County,Virginia,VA,51520,51061
Unknown,Henrico County,Virginia,VA,51025,51063
Unknown,Henry County,Virginia,VA,51027,51065
Unknown,Highland County,Virginia,VA,51029,51067
Unknown,Isle of Wight County,Virginia,VA,51530,51620
Unknown,James City County,Virginia,VA,51031,51069
Unknown,King and Queen County,Virginia,VA,51033,51630
Unknown,King George County,Virginia,VA,51035,51640
Unknown,King William County,Virginia,VA,51036,51071
Unknown,Lancaster County,Virginia,VA,51037,51073
Unknown,Lee County,Virginia,VA,51540,51075
Unknown,Loudoun County,Virginia,VA,51550,51077
Unknown,Louisa County,Virginia,VA,51041,51079
Unknown,Lunenburg County,Virginia,VA,51043,51081
Unknown,Madison County,Virginia,VA,51570,51083
Unknown,Mathews County,Virginia,VA,51580,51650
Unknown,Mecklenburg County,Virginia,VA,51045,51085
Unknown,Middlesex County,Virginia,VA,51047,51660
Unknown,Montgomery County,Virginia,VA,51049,51087
Unknown,Nelson County,Virginia,VA,51590,51089
Unknown,New Kent County,Virginia,VA,51051,51091
Unknown,Northampton County,Virginia,VA,51053,51670
Unknown,Northumberland County,Virginia,VA,51595,51093
Unknown,Nottoway County,Virginia,VA,51057,51095
Unknown,Orange County,Virginia,VA,51059,51097
Unknown,Page County,Virginia,VA,51600,51099
Unknown,Patrick County,Virginia,VA,51610,51101
